date,p (mbar),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
2020-01-02 17:20:00,999.52,275.52,-2.13,72.3,7.22,5.22,2.0,3.26,5.23,1261.44
2020-01-02 17:30:00,999.59,275.1,-2.14,74.4,7.01,5.22,1.8,3.25,5.22,1263.43
2020-01-02 17:40:00,999.56,274.62,-2.31,76.1,6.77,5.15,1.62,3.21,5.15,1265.67
2020-01-02 17:50:00,999.58,274.6,-2.17,77.0,6.76,5.21,1.56,3.25,5.21,1265.74
2020-01-02 18:00:00,999.58,274.6,-2.28,76.3,6.77,5.16,1.6,3.22,5.16,1265.74
2020-01-02 18:10:00,999.68,274.3,-2.41,77.2,6.62,5.11,1.51,3.19,5.11,1267.25
2020-01-02 18:20:00,999.67,274.35,-2.35,77.3,6.65,5.14,1.51,3.2,5.14,1267.01
2020-01-02 18:30:00,999.71,274.09,-2.49,77.9,6.52,5.08,1.44,3.17,5.08,1268.26
2020-01-02 18:40:00,999.83,273.79,-2.6,78.9,6.39,5.04,1.35,3.14,5.04,1269.77
2020-01-02 18:50:00,999.98,273.32,-2.8,80.4,6.18,4.97,1.21,3.09,4.97,1272.16
2020-01-02 19:00:00,999.99,273.08,-2.82,81.7,6.07,4.96,1.11,3.09,4.96,1273.27
2020-01-02 19:10:00,1000.07,272.93,-2.83,82.5,6.01,4.96,1.05,3.09,4.96,1274.04
2020-01-02 19:20:00,1000.11,272.91,-2.86,82.4,6.0,4.94,1.06,3.08,4.94,1274.2
2020-01-02 19:30:00,1000.05,272.69,-2.99,83.0,5.9,4.9,1.0,3.05,4.9,1275.2
2020-01-02 19:40:00,1000.04,272.7,-2.93,83.3,5.91,4.92,0.99,3.07,4.92,1275.11
2020-01-02 19:50:00,1000.14,272.44,-3.03,84.2,5.8,4.88,0.92,3.04,4.88,1276.42
2020-01-02 20:00:00,1000.08,272.86,-2.67,83.9,5.98,5.02,0.96,3.13,5.02,1274.34
2020-01-02 20:10:00,1000.15,272.79,-2.78,83.6,5.95,4.98,0.98,3.1,4.97,1274.74
2020-01-02 20:20:00,1000.06,272.63,-2.88,84.0,5.88,4.94,0.94,3.08,4.94,1275.43
2020-01-02 20:30:00,1000.02,272.6,-2.85,84.4,5.86,4.95,0.91,3.08,4.95,1275.54
2020-01-02 20:40:00,999.93,272.63,-2.81,84.5,5.87,4.96,0.91,3.09,4.96,1275.31
2020-01-02 20:50:00,999.81,272.59,-2.83,84.7,5.85,4.96,0.9,3.09,4.96,1275.39
2020-01-02 21:00:00,999.7,272.7,-2.67,85.1,5.89,5.02,0.88,3.13,5.02,1274.77
2020-01-02 21:10:00,999.58,272.77,-2.6,85.1,5.92,5.04,0.88,3.14,5.04,1274.29
2020-01-02 21:20:00,999.54,273.0,-2.41,84.9,6.02,5.11,0.91,3.19,5.11,1273.15
2020-01-02 21:30:00,999.54,273.13,-2.34,84.6,6.08,5.14,0.94,3.21,5.14,1272.55
2020-01-02 21:40:00,999.51,273.18,-2.24,84.9,6.1,5.18,0.92,3.23,5.18,1272.25
2020-01-02 21:50:00,999.34,273.27,-2.12,85.2,6.14,5.23,0.91,3.26,5.23,1271.65
2020-01-02 22:00:00,999.17,273.31,-2.07,85.3,6.15,5.24,0.9,3.27,5.25,1271.29
2020-01-02 22:10:00,999.05,273.57,-1.87,85.1,6.26,5.32,0.93,3.32,5.33,1269.98
2020-01-02 22:20:00,998.96,273.71,-1.86,84.3,6.32,5.33,0.99,3.32,5.33,1269.21
2020-01-02 22:30:00,998.84,273.6,-1.93,84.6,6.26,5.3,0.96,3.31,5.31,1269.65
2020-01-02 22:40:00,998.69,273.48,-1.93,85.4,6.21,5.3,0.91,3.31,5.31,1270.06
2020-01-02 22:50:00,998.56,273.54,-1.87,85.5,6.23,5.32,0.9,3.32,5.33,1269.67
2020-01-02 23:00:00,998.56,273.52,-1.85,85.7,6.22,5.33,0.89,3.33,5.34,1269.72
2020-01-02 23:10:00,998.55,273.74,-1.61,85.9,6.32,5.43,0.89,3.39,5.43,1268.69
2020-01-02 23:20:00,998.66,274.0,-1.42,85.4,6.44,5.5,0.94,3.43,5.51,1267.52
2020-01-02 23:30:00,998.68,274.05,-1.45,84.9,6.47,5.49,0.98,3.43,5.5,1267.32
2020-01-02 23:40:00,998.59,273.99,-1.46,85.2,6.44,5.49,0.95,3.42,5.49,1267.5
2020-01-02 23:50:00,998.53,274.03,-1.36,85.7,6.45,5.53,0.92,3.45,5.54,1267.27
2020-01-03 00:00:00,998.45,274.16,-1.22,85.8,6.51,5.59,0.92,3.49,5.59,1266.56
2020-01-03 00:10:00,998.39,274.21,-1.14,86.0,6.53,5.62,0.91,3.51,5.63,1266.24
2020-01-03 00:20:00,998.25,274.17,-1.2,85.9,6.51,5.59,0.92,3.49,5.6,1266.3
2020-01-03 00:30:00,998.07,274.0,-1.28,86.6,6.42,5.56,0.86,3.47,5.57,1266.97
2020-01-03 00:40:00,997.99,274.06,-1.14,87.2,6.44,5.62,0.82,3.51,5.63,1266.59
2020-01-03 00:50:00,998.01,274.24,-0.91,87.5,6.53,5.71,0.82,3.57,5.73,1265.74
2020-01-03 01:00:00,997.93,274.74,-0.56,86.6,6.77,5.86,0.91,3.66,5.88,1263.26
2020-01-03 01:10:00,997.77,275.01,-0.4,86.0,6.9,5.93,0.97,3.7,5.94,1261.87
2020-01-03 01:20:00,997.67,275.24,-0.28,85.4,7.01,5.98,1.02,3.74,6.0,1260.68
2020-01-03 01:30:00,997.57,275.34,-0.25,85.0,7.05,6.0,1.06,3.75,6.01,1260.11
2020-01-03 01:40:00,997.41,275.38,-0.23,85.0,7.06,6.0,1.06,3.75,6.02,1259.83
2020-01-03 01:50:00,997.26,275.45,-0.19,84.9,7.1,6.02,1.07,3.77,6.04,1259.33
2020-01-03 02:00:00,997.14,275.34,-0.27,85.1,7.04,5.99,1.05,3.74,6.0,1259.75
2020-01-03 02:10:00,997.01,275.17,-0.33,85.8,6.95,5.96,0.99,3.73,5.98,1260.41
2020-01-03 02:20:00,997.04,275.03,-0.37,86.5,6.88,5.95,0.93,3.72,5.96,1261.11
2020-01-03 02:30:00,996.96,274.94,-0.42,86.7,6.83,5.92,0.91,3.7,5.94,1261.44
2020-01-03 02:40:00,996.86,274.98,-0.32,87.2,6.84,5.97,0.88,3.73,5.99,1261.16
2020-01-03 02:50:00,996.71,275.16,-0.24,86.6,6.93,6.0,0.93,3.75,6.02,1260.18
2020-01-03 03:00:00,996.73,275.34,-0.02,86.9,7.02,6.1,0.92,3.82,6.12,1259.32
2020-01-03 03:10:00,996.59,275.8,0.19,85.4,7.25,6.19,1.06,3.87,6.21,1257.03
2020-01-03 03:20:00,996.44,276.09,0.41,85.1,7.4,6.29,1.1,3.94,6.32,1255.53
2020-01-03 03:30:00,996.37,276.4,0.57,84.3,7.55,6.37,1.19,3.98,6.39,1254.06
2020-01-03 03:40:00,996.32,276.52,0.64,84.0,7.62,6.4,1.22,4.01,6.42,1253.43
2020-01-03 03:50:00,996.26,276.7,0.76,83.7,7.71,6.46,1.26,4.04,6.48,1252.53
2020-01-03 04:00:00,996.14,276.52,0.54,83.5,7.61,6.35,1.26,3.98,6.38,1253.3
2020-01-03 04:10:00,996.12,276.33,0.54,84.6,7.51,6.35,1.16,3.98,6.38,1254.13
2020-01-03 04:20:00,996.04,276.31,0.53,84.7,7.49,6.35,1.15,3.97,6.37,1254.17
2020-01-03 04:30:00,995.89,276.39,0.66,85.1,7.53,6.41,1.12,4.01,6.43,1253.65
2020-01-03 04:40:00,995.81,276.44,0.71,85.1,7.55,6.43,1.13,4.03,6.46,1253.31
2020-01-03 04:50:00,995.67,276.64,0.88,85.1,7.65,6.51,1.14,4.08,6.54,1252.27
2020-01-03 05:00:00,995.58,276.77,0.97,84.9,7.72,6.56,1.17,4.11,6.58,1251.57
2020-01-03 05:10:00,995.53,276.79,0.99,84.9,7.73,6.56,1.17,4.11,6.59,1251.45
2020-01-03 05:20:00,995.54,276.78,1.0,85.0,7.73,6.57,1.16,4.11,6.6,1251.46
2020-01-03 05:30:00,995.5,276.63,0.76,84.5,7.64,6.46,1.18,4.04,6.49,1252.19
2020-01-03 05:40:00,995.45,276.02,0.39,85.9,7.31,6.28,1.03,3.93,6.31,1255.0
2020-01-03 05:50:00,995.42,275.84,0.39,87.0,7.22,6.28,0.94,3.93,6.31,1255.78
2020-01-03 06:00:00,995.36,275.85,0.44,87.3,7.23,6.31,0.92,3.95,6.34,1255.64
2020-01-03 06:10:00,995.35,275.96,0.54,87.2,7.28,6.35,0.93,3.98,6.38,1255.1
2020-01-03 06:20:00,995.33,276.1,0.52,86.3,7.35,6.34,1.01,3.97,6.37,1254.49
2020-01-03 06:30:00,995.27,276.16,0.48,85.7,7.38,6.33,1.06,3.96,6.36,1254.17
2020-01-03 06:40:00,995.2,276.21,0.48,85.4,7.4,6.32,1.08,3.96,6.35,1253.88
2020-01-03 06:50:00,995.19,276.19,0.49,85.6,7.39,6.33,1.06,3.96,6.36,1253.96
2020-01-03 07:00:00,995.16,276.17,0.53,86.0,7.38,6.35,1.03,3.98,6.38,1254.03
2020-01-03 07:10:00,995.13,276.21,0.56,86.0,7.4,6.36,1.04,3.99,6.39,1253.81
2020-01-03 07:20:00,995.06,276.26,0.63,86.1,7.43,6.4,1.03,4.01,6.43,1253.47
2020-01-03 07:30:00,995.01,276.35,0.63,85.6,7.47,6.4,1.08,4.01,6.43,1253.02
2020-01-03 07:40:00,994.84,276.45,0.68,85.4,7.52,6.42,1.1,4.02,6.45,1252.42
2020-01-03 07:50:00,994.68,276.67,0.74,84.5,7.63,6.44,1.18,4.04,6.48,1251.28
2020-01-03 08:00:00,994.6,276.96,0.97,84.2,7.78,6.55,1.23,4.11,6.59,1249.82
2020-01-03 08:10:00,994.69,277.37,1.15,82.8,8.02,6.64,1.38,4.16,6.67,1248.02
2020-01-03 08:20:00,994.69,277.5,1.21,82.4,8.09,6.67,1.42,4.18,6.7,1247.4
2020-01-03 08:30:00,994.63,277.52,1.15,82.0,8.1,6.64,1.46,4.16,6.67,1247.31
2020-01-03 08:40:00,994.61,277.2,0.84,82.0,7.92,6.49,1.43,4.07,6.53,1248.77
2020-01-03 08:50:00,994.55,276.97,0.78,83.0,7.79,6.47,1.32,4.05,6.5,1249.76
2020-01-03 09:00:00,994.4,276.91,0.82,83.7,7.75,6.48,1.26,4.07,6.52,1249.92
2020-01-03 09:10:00,994.25,277.08,0.93,83.4,7.84,6.54,1.3,4.1,6.57,1248.96
2020-01-03 09:20:00,994.23,277.01,0.79,83.0,7.79,6.47,1.33,4.06,6.51,1249.3
2020-01-03 09:30:00,994.33,276.88,0.79,83.7,7.73,6.47,1.26,4.06,6.5,1250.0
2020-01-03 09:40:00,994.24,276.89,0.84,84.0,7.73,6.49,1.24,4.07,6.53,1249.87
2020-01-03 09:50:00,994.12,276.91,0.87,84.1,7.74,6.51,1.23,4.08,6.55,1249.62
2020-01-03 10:00:00,994.02,276.96,0.89,84.0,7.76,6.52,1.24,4.09,6.55,1249.34
2020-01-03 10:10:00,993.94,277.05,0.95,83.9,7.8,6.55,1.26,4.11,6.59,1248.84
2020-01-03 10:20:00,993.87,277.15,1.01,83.7,7.85,6.57,1.28,4.12,6.61,1248.32
2020-01-03 10:30:00,993.78,277.22,1.06,83.6,7.89,6.6,1.29,4.14,6.64,1247.9
2020-01-03 10:40:00,993.68,277.37,1.15,83.3,7.97,6.64,1.33,4.17,6.68,1247.12
2020-01-03 10:50:00,993.76,277.56,1.26,82.8,8.08,6.69,1.39,4.2,6.74,1246.28
2020-01-03 11:00:00,993.62,277.67,1.27,82.3,8.14,6.7,1.44,4.2,6.74,1245.68
2020-01-03 11:10:00,993.48,277.78,1.35,82.2,8.19,6.74,1.46,4.23,6.78,1245.06
2020-01-03 11:20:00,993.36,277.85,1.34,81.8,8.23,6.73,1.5,4.23,6.78,1244.63
2020-01-03 11:30:00,993.19,277.9,1.41,82.0,8.25,6.77,1.49,4.25,6.81,1244.24
2020-01-03 11:40:00,992.94,278.03,1.5,81.9,8.31,6.81,1.5,4.28,6.86,1243.42
2020-01-03 11:50:00,992.8,278.2,1.68,82.0,8.41,6.9,1.51,4.33,6.95,1242.47
2020-01-03 12:00:00,992.75,278.48,1.82,81.3,8.57,6.97,1.6,4.38,7.02,1241.15
2020-01-03 12:10:00,992.66,278.69,1.9,80.6,8.69,7.01,1.69,4.4,7.06,1240.13
2020-01-03 12:20:00,992.45,278.77,1.92,80.4,8.73,7.02,1.71,4.41,7.07,1239.58
2020-01-03 12:30:00,992.15,278.99,2.08,80.2,8.85,7.1,1.75,4.46,7.16,1238.29
2020-01-03 12:40:00,991.91,279.69,2.4,78.3,9.28,7.27,2.01,4.57,7.33,1234.91
2020-01-03 12:50:00,991.84,280.62,2.64,74.7,9.89,7.39,2.5,4.65,7.45,1230.67
2020-01-03 13:00:00,991.91,280.79,2.62,73.7,10.01,7.38,2.63,4.64,7.44,1229.99
2020-01-03 13:10:00,991.91,280.81,2.56,73.3,10.02,7.35,2.68,4.62,7.41,1229.94
2020-01-03 13:20:00,991.8,280.81,2.56,73.3,10.02,7.35,2.68,4.62,7.41,1229.81
2020-01-03 13:30:00,991.73,280.76,2.54,73.5,9.98,7.34,2.64,4.61,7.4,1230.01
2020-01-03 13:40:00,991.6,280.67,2.52,73.9,9.92,7.33,2.59,4.61,7.39,1230.26
2020-01-03 13:50:00,991.52,280.55,2.53,74.6,9.83,7.33,2.5,4.61,7.39,1230.73
2020-01-03 14:00:00,991.35,280.53,2.53,74.8,9.8,7.33,2.47,4.61,7.4,1230.67
2020-01-03 14:10:00,991.19,280.46,2.51,75.1,9.75,7.32,2.43,4.61,7.39,1230.82
2020-01-03 14:20:00,991.19,280.41,2.55,75.6,9.71,7.34,2.37,4.62,7.41,1231.06
2020-01-03 14:30:00,991.41,280.39,2.61,75.9,9.71,7.37,2.34,4.64,7.44,1231.31
2020-01-03 14:40:00,991.51,280.31,2.6,76.2,9.67,7.37,2.3,4.64,7.43,1231.74
2020-01-03 14:50:00,991.47,280.26,2.65,76.8,9.63,7.39,2.23,4.65,7.46,1231.94
2020-01-03 15:00:00,991.47,280.29,2.67,76.7,9.65,7.4,2.25,4.66,7.47,1231.78
2020-01-03 15:10:00,991.47,280.25,2.68,77.0,9.63,7.41,2.21,4.66,7.48,1231.95
2020-01-03 15:20:00,991.55,280.3,2.68,76.7,9.66,7.41,2.25,4.66,7.47,1231.83
2020-01-03 15:30:00,991.61,280.37,2.72,76.5,9.71,7.43,2.28,4.67,7.49,1231.54
2020-01-03 15:40:00,991.63,280.39,2.74,76.5,9.73,7.44,2.29,4.68,7.5,1231.47
2020-01-03 15:50:00,991.71,280.45,2.8,76.5,9.77,7.47,2.3,4.7,7.54,1231.28
2020-01-03 16:00:00,991.7,280.48,2.85,76.6,9.79,7.5,2.29,4.72,7.56,1231.12
2020-01-03 16:10:00,991.63,280.42,2.83,76.8,9.75,7.49,2.26,4.71,7.55,1231.31
2020-01-03 16:20:00,991.69,280.37,2.81,77.0,9.71,7.48,2.23,4.7,7.54,1231.61
2020-01-03 16:30:00,991.9,280.3,2.82,77.3,9.68,7.48,2.2,4.71,7.54,1232.1
2020-01-03 16:40:00,991.83,280.28,2.88,77.8,9.66,7.52,2.15,4.73,7.58,1232.09
2020-01-03 16:50:00,991.91,280.4,2.97,77.6,9.75,7.56,2.18,4.76,7.63,1231.62
2020-01-03 17:00:00,991.89,280.43,3.03,77.8,9.77,7.6,2.17,4.78,7.66,1231.47
2020-01-03 17:10:00,991.83,280.42,3.08,78.1,9.76,7.62,2.14,4.79,7.69,1231.42
2020-01-03 17:20:00,991.69,280.37,3.12,78.7,9.72,7.65,2.07,4.81,7.71,1231.51
2020-01-03 17:30:00,991.86,280.3,3.15,79.2,9.68,7.66,2.01,4.82,7.73,1231.99
2020-01-03 17:40:00,991.77,280.29,3.21,79.6,9.67,7.7,1.97,4.84,7.76,1231.9
2020-01-03 17:50:00,991.88,280.31,3.31,80.0,9.68,7.75,1.94,4.87,7.81,1231.92
2020-01-03 18:00:00,991.96,280.35,3.33,79.9,9.71,7.76,1.95,4.88,7.82,1231.81
2020-01-03 18:10:00,991.88,280.36,3.37,80.1,9.72,7.78,1.93,4.9,7.85,1231.68
2020-01-03 18:20:00,991.83,280.3,3.47,81.0,9.67,7.84,1.84,4.93,7.9,1231.88
2020-01-03 18:30:00,991.7,280.3,3.58,81.7,9.67,7.9,1.77,4.97,7.97,1231.73
2020-01-03 18:40:00,991.64,280.38,3.62,81.5,9.72,7.92,1.8,4.98,7.99,1231.3
2020-01-03 18:50:00,991.56,280.51,3.6,80.7,9.8,7.91,1.89,4.98,7.98,1230.66
2020-01-03 19:00:00,991.44,280.64,3.59,80.0,9.88,7.91,1.98,4.97,7.97,1230.01
2020-01-03 19:10:00,991.44,280.74,3.6,79.5,9.95,7.91,2.04,4.98,7.98,1229.55
2020-01-03 19:20:00,991.39,280.83,3.72,79.7,10.01,7.98,2.03,5.02,8.05,1229.09
2020-01-03 19:30:00,991.3,280.85,3.84,80.3,10.02,8.05,1.97,5.06,8.12,1228.88
2020-01-03 19:40:00,991.3,280.99,3.87,79.7,10.12,8.06,2.05,5.08,8.13,1228.26
2020-01-03 19:50:00,991.3,281.06,3.94,79.7,10.17,8.1,2.06,5.1,8.17,1227.93
2020-01-03 20:00:00,991.33,281.19,4.01,79.4,10.26,8.14,2.11,5.13,8.22,1227.38
2020-01-03 20:10:00,991.23,281.37,4.09,78.9,10.38,8.19,2.19,5.15,8.26,1226.49
2020-01-03 20:20:00,991.29,281.45,4.19,79.0,10.44,8.25,2.19,5.19,8.32,1226.14
2020-01-03 20:30:00,991.41,281.46,4.25,79.2,10.46,8.28,2.17,5.21,8.35,1226.19
2020-01-03 20:40:00,991.39,281.52,4.3,79.2,10.49,8.31,2.18,5.23,8.38,1225.93
2020-01-03 20:50:00,991.4,281.54,4.36,79.4,10.51,8.35,2.17,5.25,8.42,1225.8
2020-01-03 21:00:00,991.53,281.66,4.38,78.8,10.61,8.36,2.25,5.26,8.43,1225.39
2020-01-03 21:10:00,991.73,281.64,4.43,79.1,10.6,8.38,2.22,5.28,8.45,1225.67
2020-01-03 21:20:00,991.84,281.64,4.45,79.2,10.61,8.4,2.21,5.29,8.47,1225.75
2020-01-03 21:30:00,992.11,281.69,4.59,79.6,10.66,8.48,2.17,5.34,8.55,1225.74
2020-01-03 21:40:00,992.26,281.67,4.69,80.2,10.65,8.54,2.11,5.37,8.61,1225.94
2020-01-03 21:50:00,992.37,281.68,4.76,80.5,10.67,8.59,2.08,5.4,8.65,1225.97
2020-01-03 22:00:00,992.51,281.74,4.74,80.0,10.72,8.57,2.14,5.39,8.64,1225.85
2020-01-03 22:10:00,992.81,281.69,4.85,80.7,10.7,8.64,2.07,5.43,8.7,1226.28
2020-01-03 22:20:00,993.05,281.44,5.13,83.6,10.53,8.81,1.73,5.54,8.87,1227.49
2020-01-03 22:30:00,993.18,281.25,5.22,85.2,10.41,8.87,1.54,5.57,8.93,1228.42
2020-01-03 22:40:00,993.39,281.22,5.23,85.3,10.4,8.87,1.53,5.57,8.93,1228.72
2020-01-03 22:50:00,993.55,281.32,5.25,84.8,10.48,8.88,1.59,5.58,8.94,1228.43
2020-01-03 23:00:00,993.79,281.49,5.3,84.0,10.61,8.92,1.7,5.6,8.97,1227.88
2020-01-03 23:10:00,993.96,281.66,5.39,83.5,10.75,8.97,1.77,5.63,9.03,1227.29
2020-01-03 23:20:00,994.17,281.8,5.69,84.3,10.86,9.16,1.71,5.75,9.21,1226.75
2020-01-03 23:30:00,994.32,281.54,5.93,87.2,10.68,9.31,1.37,5.85,9.37,1227.96
2020-01-03 23:40:00,994.62,281.21,5.98,89.3,10.46,9.34,1.12,5.86,9.39,1229.63
2020-01-03 23:50:00,995.02,280.67,5.46,89.2,10.1,9.01,1.09,5.65,9.06,1232.52
2020-01-04 00:00:00,995.29,280.15,4.69,87.5,9.76,8.54,1.22,5.36,8.58,1235.27
2020-01-04 00:10:00,995.66,279.76,3.92,85.0,9.52,8.09,1.43,5.07,8.13,1237.55
2020-01-04 00:20:00,995.92,279.34,3.56,85.2,9.26,7.89,1.37,4.94,7.92,1239.74
2020-01-04 00:30:00,996.15,279.05,3.4,85.8,9.09,7.8,1.29,4.88,7.83,1241.26
2020-01-04 00:40:00,996.47,278.89,3.18,85.3,9.0,7.68,1.32,4.81,7.71,1242.33
2020-01-04 00:50:00,996.69,278.76,2.96,84.6,8.93,7.56,1.38,4.73,7.58,1243.18
2020-01-04 01:00:00,996.81,278.64,2.77,84.1,8.87,7.46,1.41,4.67,7.48,1243.84
2020-01-04 01:10:00,997.01,278.59,2.6,83.3,8.85,7.37,1.48,4.61,7.39,1244.29
2020-01-04 01:20:00,997.12,278.47,2.58,83.8,8.78,7.36,1.42,4.6,7.38,1244.91
2020-01-04 01:30:00,997.28,278.31,2.64,85.0,8.69,7.39,1.3,4.62,7.41,1245.75
2020-01-04 01:40:00,997.48,278.23,2.64,85.4,8.65,7.39,1.26,4.62,7.41,1246.3
2020-01-04 01:50:00,997.67,278.22,2.5,84.6,8.65,7.32,1.33,4.57,7.33,1246.57
2020-01-04 02:00:00,997.76,278.21,2.36,83.7,8.65,7.24,1.41,4.53,7.26,1246.71
2020-01-04 02:10:00,997.82,278.21,2.33,83.5,8.65,7.23,1.43,4.52,7.24,1246.79
2020-01-04 02:20:00,997.85,278.11,2.18,83.2,8.59,7.15,1.44,4.47,7.17,1247.29
2020-01-04 02:30:00,997.99,277.96,1.69,81.1,8.51,6.9,1.61,4.31,6.92,1248.21
2020-01-04 02:40:00,998.08,277.74,1.51,81.3,8.38,6.82,1.57,4.26,6.83,1249.33
2020-01-04 02:50:00,998.08,277.53,1.72,83.7,8.26,6.92,1.35,4.32,6.93,1250.21
2020-01-04 03:00:00,998.0,277.45,1.81,84.8,8.21,6.96,1.25,4.35,6.98,1250.5
2020-01-04 03:10:00,998.09,277.34,1.69,84.7,8.15,6.9,1.25,4.31,6.92,1251.09
2020-01-04 03:20:00,998.11,277.2,1.62,85.1,8.07,6.87,1.2,4.29,6.88,1251.76
2020-01-04 03:30:00,998.05,277.07,1.46,84.9,8.0,6.79,1.21,4.24,6.8,1252.32
2020-01-04 03:40:00,997.93,276.99,1.23,84.0,7.95,6.68,1.27,4.17,6.69,1252.61
2020-01-04 03:50:00,997.83,277.05,1.06,82.7,7.98,6.6,1.38,4.12,6.61,1252.32
2020-01-04 04:00:00,997.83,277.09,0.95,81.8,8.0,6.54,1.46,4.09,6.56,1252.17
2020-01-04 04:10:00,997.98,277.13,0.92,81.3,8.03,6.53,1.5,4.08,6.54,1252.09
2020-01-04 04:20:00,997.97,277.12,0.82,80.8,8.03,6.48,1.54,4.05,6.5,1252.15
2020-01-04 04:30:00,997.9,277.16,0.76,80.3,8.04,6.46,1.58,4.03,6.47,1251.94
2020-01-04 04:40:00,997.91,277.13,0.75,80.4,8.02,6.45,1.57,4.03,6.46,1252.1
2020-01-04 04:50:00,997.93,277.06,0.68,80.3,7.99,6.42,1.57,4.01,6.43,1252.41
2020-01-04 05:00:00,998.01,277.01,0.59,80.1,7.96,6.38,1.58,3.98,6.39,1252.75
2020-01-04 05:10:00,998.08,276.98,0.51,79.7,7.95,6.34,1.61,3.96,6.35,1252.95
2020-01-04 05:20:00,998.0,276.99,0.45,79.4,7.95,6.31,1.64,3.94,6.32,1252.88
2020-01-04 05:30:00,998.09,276.98,0.4,79.1,7.95,6.29,1.66,3.93,6.3,1253.0
2020-01-04 05:40:00,998.19,276.97,0.38,79.0,7.95,6.28,1.67,3.92,6.29,1253.14
2020-01-04 05:50:00,998.26,276.97,0.38,79.0,7.95,6.28,1.67,3.92,6.29,1253.22
2020-01-04 06:00:00,998.23,276.94,0.36,79.0,7.93,6.27,1.67,3.91,6.28,1253.31
2020-01-04 06:10:00,998.23,276.88,0.35,79.3,7.9,6.26,1.64,3.91,6.28,1253.59
2020-01-04 06:20:00,998.14,276.8,0.4,80.1,7.85,6.29,1.56,3.93,6.3,1253.88
2020-01-04 06:30:00,998.16,276.72,0.39,80.5,7.81,6.28,1.52,3.93,6.3,1254.25
2020-01-04 06:40:00,998.26,276.7,0.4,80.6,7.8,6.29,1.51,3.93,6.3,1254.42
2020-01-04 06:50:00,998.17,276.69,0.31,80.2,7.79,6.25,1.54,3.9,6.26,1254.41
2020-01-04 07:00:00,998.24,276.61,0.28,80.4,7.75,6.23,1.52,3.89,6.24,1254.83
2020-01-04 07:10:00,998.4,276.57,0.11,79.6,7.73,6.16,1.58,3.84,6.16,1255.22
2020-01-04 07:20:00,998.43,276.57,0.04,79.2,7.73,6.13,1.61,3.83,6.14,1255.26
2020-01-04 07:30:00,998.61,276.48,-0.03,79.2,7.69,6.09,1.6,3.8,6.1,1255.85
2020-01-04 07:40:00,998.71,276.51,0.02,79.3,7.71,6.12,1.6,3.82,6.13,1255.78
2020-01-04 07:50:00,998.71,276.5,-0.08,78.8,7.71,6.07,1.63,3.79,6.08,1255.85
2020-01-04 08:00:00,998.76,276.53,-0.11,78.4,7.73,6.06,1.67,3.78,6.07,1255.77
2020-01-04 08:10:00,998.62,276.59,-0.13,78.0,7.76,6.05,1.71,3.78,6.06,1255.35
2020-01-04 08:20:00,998.59,276.61,-0.25,77.2,7.77,6.0,1.77,3.74,6.0,1255.26
2020-01-04 08:30:00,998.51,276.63,-0.31,76.8,7.77,5.97,1.8,3.73,5.98,1255.12
2020-01-04 08:40:00,998.43,276.64,-0.38,76.4,7.78,5.94,1.84,3.71,5.95,1255.0
2020-01-04 08:50:00,998.5,276.6,-0.43,76.3,7.76,5.92,1.84,3.69,5.93,1255.27
2020-01-04 09:00:00,998.59,276.54,-0.47,76.4,7.73,5.9,1.82,3.68,5.91,1255.64
2020-01-04 09:10:00,998.67,276.53,-0.54,76.0,7.73,5.87,1.85,3.67,5.88,1255.75
2020-01-04 09:20:00,998.78,276.59,-0.58,75.4,7.76,5.85,1.91,3.65,5.86,1255.6
2020-01-04 09:30:00,998.76,276.63,-0.66,74.8,7.78,5.82,1.96,3.63,5.83,1255.43
2020-01-04 09:40:00,998.63,276.67,-0.64,74.7,7.8,5.83,1.97,3.64,5.84,1255.1
2020-01-04 09:50:00,998.61,276.76,-0.67,74.1,7.85,5.82,2.03,3.63,5.83,1254.68
2020-01-04 10:00:00,998.56,276.88,-0.62,73.8,7.91,5.84,2.07,3.64,5.85,1254.12
2020-01-04 10:10:00,998.51,277.01,-0.59,73.3,7.98,5.85,2.13,3.65,5.86,1253.47
2020-01-04 10:20:00,998.53,277.14,-0.55,72.8,8.06,5.87,2.19,3.66,5.88,1252.85
2020-01-04 10:30:00,998.59,277.21,-0.48,72.8,8.1,5.9,2.2,3.68,5.91,1252.6
2020-01-04 10:40:00,998.45,277.29,-0.43,72.7,8.14,5.92,2.22,3.7,5.93,1252.09
2020-01-04 10:50:00,998.34,277.21,-0.33,73.7,8.09,5.96,2.13,3.72,5.97,1252.34
2020-01-04 11:00:00,998.18,277.17,-0.29,74.2,8.06,5.98,2.08,3.74,5.99,1252.36
2020-01-04 11:10:00,997.89,277.21,-0.22,74.5,8.07,6.01,2.06,3.76,6.02,1251.93
2020-01-04 11:20:00,997.81,277.2,-0.16,74.9,8.06,6.04,2.02,3.77,6.05,1251.85
2020-01-04 11:30:00,997.65,277.28,-0.13,74.7,8.1,6.05,2.05,3.78,6.06,1251.38
2020-01-04 11:40:00,997.58,277.38,-0.09,74.4,8.16,6.07,2.09,3.79,6.08,1250.82
